Date,News Title
12/20/2019,"Ford’s electric Mustang crossover takes aim at Tesla, but some purists are furious"
12/20/2019,Two analysts debate Tesla’s road to $420 per share
12/23/2019,"Stocks making the biggest moves premarket: JD.com, Uber, Tesla, TJX & more"
12/26/2019,China races to build its own Tesla as economy slows and subsidies dry up
12/30/2019,"Stocks making the biggest moves premarket: Tesla, Disney, AstraZeneca & more"
1/2/2020,"Stocks making the biggest moves premarket: Ford, Boeing, Tesla and more"
1/8/2020,Tesla CEO Elon Musk dances to celebrate Model 3 sedan deliveries at new plant in ...
1/8/2020,Tesla’s been the one big benefactor from the US-China trade war: WSJ reporter
1/8/2020,"Tesla’s success in China depends on production, not demand: Strategist"
1/8/2020,"When Tesla’s double the value of Ford and GM together, then wake me, says Jim ..."
1/9/2020,"Here are Thursday’s biggest analyst calls of the day: Tesla, Snap, Apple, Boeing, Coca-Cola & ..."
12/22/2020,Cramer: ‘Tesla is the stock that broke how we view stocks’
12/23/2020,Apple could be looking to take on Tesla with its own electric car: CNBC After ...
12/31/2020,"Stocks making the biggest moves premarket: Exxon Mobil, Tribune Publishing, Apple, Tesla & more"
1/11/2021,Can Nio give Tesla a run for its money in China?
1/11/2021,Jim Cramer: Nio is ‘the next Tesla’
1/15/2021,"Buy China new energy, consumption stocks, including this battery supplier to Tesla: Strategist"
1/19/2021,Tesla begins delivering locally made Model Y cars in China
1/19/2021,"Here are Tuesday’s biggest analyst calls of the day: Facebook, Tesla, DraftKings, Peloton & more"
2/5/2021,Lucid Motors CEO: Tesla knows this is a technology race
2/9/2021,"Bitcoin ETF prospects for 2021 as Tesla makes big bet, Democrats take control"
2/9/2021,Bitcoin surges to new highs after Tesla CEO Elon Musk announces big investment
2/12/2021,"Bitcoin clings to Tesla gains, dollar set for weekly loss"
2/18/2021,"Mike Santoli’s market notes: Key levels for the S&P 500, What’s wrong with Tesla and ..."
7/22/2022,"Tesla, ExxonMobil, and Amazon are some of today’s stocks: Pro Market Movers July 21"
2/22/2024,Jim Cramer says Nvidia CEO Jensen Huang is a bigger visionary than Elon Musk
2/23/2024,Nvidia’s blowout earnings could fuel interest in this ‘Magnificent Seven’ ETF
2/24/2018,Astronomers spotted Elon Musk’s Tesla in orbit
3/7/2018,Trader sees big rally ahead for Tesla
6/9/2016,"Tesla using Samsung batteries for energy products, not Model 3"
12/31/2016,Tesla owner files lawsuit in California claiming sudden acceleration
6/30/2017,Tesla Model 3 release date: Elon Musk says there will be ‘news’ on Sunday
10/8/2017,Musk cites Puerto Rico efforts in delay for Tesla semi reveal
11/23/2017,"Tesla completes installation of world’s largest lithium ion battery, beats 100-day deadline"
1/30/2018,The country where a luxury Tesla has become the budget option
12/8/2017,Anheuser-Busch is purchasing 40 Tesla Semi trucks
12/20/2017,UPS just made the largest pre-order of Tesla Semi trucks
12/29/2017,General Motors beats Tesla on innovation: CNBC IQ 100 Index
1/18/2018,Tesla’s Model 3 hits the East Coast
8/10/2018,"The odds of Tesla going private are ‘very high,’ says analyst"
8/2/2018,ARK Invest: A lot of people are ignoring Tesla’s software advantage in the auto industry
8/8/2018,"Musk’s wish to take Tesla private seems reasonable, strategist says"
8/8/2018,Arash Massoudi talks Tesla
8/10/2018,Tesla board to meet next week
8/10/2018,Still no indication funding secure for Tesla to go private: NYT’s Stewart
8/11/2018,Why SpaceX investors aren’t concerned about Musk taking Tesla private
8/14/2018,"Musk: Silver Lake, Goldman financial advisors to take Tesla private"
8/15/2018,Jim Cramer on Tesla skeptics
8/16/2018,Nicholas Colas talks about Tesla
8/17/2018,Jay Leno chats with Tesla’s chief designer about the 2020 Tesla Roadster
9/28/2018,I think there’s a 25% chance Musk remains Tesla CEO: Munster
9/28/2018,What’s the Tesla Trade
9/28/2018,"Musk could still be an important piece of Tesla, he just couldn’t run the thing: ..."
9/28/2018,"Tesla’s Elon Musk is a liar, he will do anything to keep stocks elevated: Blaine ..."
9/28/2018,Nick Gibbs talks Tesla
10/1/2018,Elon Musk and the future of Tesla
10/9/2018,What the ‘Tesla effect’ could be doing to oil stocks
10/9/2018,Billionaire LinkedIn co-founder Reid Hoffman talks Tesla CEO Elon Musk
10/19/2018,Tesla Model 3 and other electric cars are driving up demand for a metal called ...
12/13/2017,Pepsi just made the largest pre-order of Tesla Semi trucks
2/8/2018,This electric semi is trying to beat Tesla to market
7/27/2019,Here’s how one trader just cashed in on Tesla’s turmoil
8/20/2019,"Ron Baron on the economy, negative interest rates, Tesla and more"
9/27/2019,Tesla update lets drivers stream video and ‘summon’ their cars
10/8/2019,"Roku’s ad push, Wall Street bullish on SmileDirectClub, GE’s debt dilemma and Tesla’s custom car ..."
10/10/2019,Consumer Reports: Tesla’s self-driving feature ‘glitchy’
10/23/2020,"Mike Santoli’s market notes: Rally attempt buckles, rising yields hitting growth, Tesla’s lame gain"
11/6/2020,"Final Trades: GM, Tesla, Alibaba & more"
11/10/2020,"Stocks making the biggest moves premarket: Beyond Meat, Lowe’s, Microsoft, Tesla & more"
11/11/2020,How Honeywell plans to become the Tesla of its industry
11/18/2020,"Mike Santoli’s market notes: Routine decline, S&P can’t top Nov. 9 high, Tesla gets the ..."
11/24/2020,"Stocks making the biggest moves midday: AstraZeneca, Snap, Tesla, Roku & more"
12/1/2020,Bitcoin Breaks Higher & Tesla to Join the S&P 500
12/19/2020,"Tesla could go higher, but I’m not going to buy it: Michael Farr"
12/19/2020,Cramer on Tesla joining S&P 500: ‘I bet Tesla has more upside’
7/25/2019,"The one thing to look out for on Tesla’s earnings call, according to Loup Ventures’ ..."
1/25/2024,Elon Musk says Chinese EV makers will ‘pretty much demolish’ most competitors without trade barriers
3/9/2024,Trump and his allies want Elon Musk to speak at Republican National Convention
5/3/2018,Tesla shares under pressure after Musk’s ‘bonehead’ comments on earnings call
5/15/2018,Tesla needs money and we’re seeing burnout: Analyst
3/28/2018,Tesla’s junk bond tanks below 87 cents on the dollar after downgrade
3/28/2018,Moody’s rating cut on Tesla ‘not a concern’: Researcher
4/24/2018,"Early investor in Tesla, Skype and Hotmail says bitcoin will be bigger than all those ..."
5/3/2018,Here are highlights of Elon Musk’s strange Tesla earnings call: ‘They’re killing me’
5/16/2018,Trading Nation: Tesla shares skid
6/6/2018,"Tesla watchers too focused on the short term, analyst says"
6/7/2018,Tesla up after Elon Musk’ s comments on Model 3
6/13/2018,"Twitter, Tesla and retailers all move up"
7/30/2015,Tesla Motors offers social-referral incentive for Model S
4/6/2016,Musk warns against shorting Tesla shares
7/27/2016,A rare look inside Tesla’s ‘gigafactory’
2/10/2017,Elon Musk vehemently rejects employee claims of poor working conditions at Tesla
3/1/2017,15. Tesla NanoCoatings
3/18/2017,Tesla will discontinue least expensive Model S
7/18/2017,Tesla driver denies Autopilot system caused Minnesota crash
7/8/2017,Tesla shares rebound after new delivery numbers and production data
7/11/2017,Tesla had no sales in the month of April in Hong Kong
7/20/2017,5 things Elon Musk must do to keep Tesla on track
8/2/2017,Here’s why one trader is betting against Tesla
8/3/2017,"Analyst: Bullish on Tesla the company, neutral on the stock"
8/5/2017,Here are 5 electric alternatives to Tesla’s Model 3
8/8/2017,A bipolar outlook is needed for investing in Tesla: Pro
9/18/2017,Why this investment manager is shorting Netflix and Tesla
7/3/2018,Top Tesla watcher’s 3 big predictions
6/8/2019,Cramer’s lightning round: Tesla is just ‘too darn hard’ to recommend
7/3/2019,"Tesla’s delivery numbers shows demand for green cars is growing, says former Chrysler CEO"
7/3/2019,"What to watch today: Dow nears record, Trump’s new Fed picks, and Tesla shatters records"
8/25/2020,"Cramer is bullish on Tesla stock split, wary of forthcoming Battery Day"
9/9/2020,Electric vehicle newbie Nikola soars while Tesla and Big Tech’s sell-off worsens: CNBC After Hours
9/11/2020,"Watch now: ETF Edge on the S&P 500′s Tesla snub, the new Long-Term Stock Exchange ..."
9/23/2020,Expecting to hear Tesla will start making its own cells: WSJ’s Tim Higgins
9/29/2020,Elon Musk: Tesla will be worth more in five years
10/15/2020,"Stocks making the biggest moves midday: Wells Fargo, Nio, Bank of America, Tesla & more"
7/3/2019,Loup Ventures Founder Gene Munster on Tesla’s record delivery numbers
7/1/2023,"Final Call: DIA, TSLA, AAPL"
2/19/2024,Magnificent 7 profits now exceed almost every country in the world. Should we be worried?
3/8/2024,The stock market tailwind Goldman sees growing to $1 trillion in 2025 and how to ...
2/5/2018,Tesla batteries are part of a massive ‘virtual power plant’
3/2/2018,"Jaguar unveils its first all-electric vehicle, designed to take on Tesla"
11/8/2016,Tesla crash won’t stop driverless car progress: Renault-Nissan CEO
4/18/2017,"Chemicals spill at Tesla battery factory, no serious injuries, officials say"
2/23/2017,Tesla pops on revenue beat
3/9/2017,Tesla just opened a huge solar farm in Hawaii
3/30/2017,Trader bets on all-time high for Tesla
4/3/2017,"Tesla reports record Q1 deliveries, on track for positive year"
4/4/2017,"Opportunity around AI, data huge for Tesla: GAM"
4/11/2017,Tesla faces rising competition in EV space: IHS Markit
5/1/2017,More record highs for Tesla?
5/4/2017,Tesla adj. loss ($1.33) vs. ($0.81) est.
5/6/2017,A winning Tesla trade
5/19/2017,Is Tesla really worth $50b?
5/23/2017,Trader bets against Tesla in the near-term
6/6/2017,Get ready for more record highs for Tesla: Trader
12/15/2017,Tesla’s about to breakout: Trader
1/19/2019,"Stocks making the biggest moves midday: Netflix, Boeing, Tesla, Eli Lilly & more"
2/8/2019,"Final trades: Constellation Brands, Domino’s Pizza & shorting Tesla"
2/12/2019,Canaccord Genuity analyst sees a 40% monster rally for Tesla shares
3/4/2019,"Tesla is ‘much bigger’ than Elon Musk, analyst says"
3/5/2019,"Watch now: ETF Edge on the market sell-off, and the Tesla-heavy ETF that’s beating the ..."
3/16/2019,A top Tesla analyst on Model Y unveil and increasing demand worries
4/3/2019,Cramer: Charts show how Tesla’s stock could be set to rebound
4/3/2019,How Tesla’s stock could be set to rebound: Cramer
5/27/2020,"Here are the biggest analyst calls of the day: Tesla, Facebook, Pinterest, Apple & more"
6/5/2020,Tesla CEO Elon Musk calls Amazon a monopoly: ‘Time to break up Amazon’
6/19/2020,Why this analyst initiated an outperform on Tesla competitor Nikola
6/19/2020,How Lucid Motors plans to differentiate itself from Tesla and Nikola
6/25/2020,New Tesla problems: Vehicle fit and finish
7/6/2020,"Tesla mocks short-sellers, lists short-shorts on its website"
7/7/2020,"Uber to buy Postmates, PPP update, pro sports teams reconsider their names & Elon Musk’s ..."
7/8/2020,Bespoke’s Paul Hickey on the lesson investors learned from Tesla
7/8/2020,"Here are Wednesday’s biggest analyst calls of the day: Tesla, Nikola, Caterpillar, Goldman Sachs & ..."
7/15/2020,Texas county approves $14.7 million in tax breaks for Tesla factory
7/16/2020,"Here are Thursday’s biggest analyst calls of the day: Amazon, Nikola, Apple, Tesla, Peloton & ..."
7/17/2020,"Stocks making the biggest moves midday: Netflix, Nio, BlackRock, Tesla and more"
7/24/2020,"Here are Friday’s biggest analyst calls of the day: Amazon, Tesla, JPMorgan, Chevron & more"
7/29/2020,"Stocks making the biggest moves midday: 3M, McDonald’s, Tesla, Eastman Kodak and more"
8/4/2020,Trading Nation: Two traders on whether Nikola or Nio can be a viable Tesla competitior
2/17/2024,"Friday’s reach for another stock market record comes with a new, welcome wrinkle"
3/5/2024,China EV shares are feeling the heat as price war concerns grow
3/6/2024,Jim Cramer says ‘you really want to buy’ shares of this chipmaker on more weakness
3/6/2024,"Jim Cramer says this market action is indicative of a top, not a bubble"
10/13/2017,Tesla recall due to rear seats not locking in place
9/10/2014,How to value Tesla now
11/1/2014,"Never mind sales, this is a problem for Tesla’s stock"
6/23/2017,Tesla is talking to the music labels about creating its own streaming service
6/26/2017,SpaceX is a more attractive Elon Musk company than Tesla or SolarCity
10/21/2017,Tesla-charging stations and dog spas: What New York’s luxury real-estate buyers want right now
9/8/2016,Tesla set to log its first down year
11/3/2016,Tesla co-founder launches energy efficient garbage truck engine
6/16/2017,Not worried about Tesla… yet: CHJ Automotive Co-Founder
6/21/2017,This Chinese automaker is taking on Tesla
8/8/2017,"York Capital’s Jamie Dinan: Wait on Tesla bonds, they could get ‘whacked’"
9/5/2018,Mercedes just launched its first all-electric SUV as it looks to take on Tesla
9/19/2018,Nicholas Colas talks about Tesla’s recent troubles
9/21/2018,Trading Nation: Tesla rival revs up after IPO
9/28/2018,How Musk’s troubles will impact Tesla
9/28/2018,Tesla shares plummet after Musk sued for fraud
10/1/2018,The SEC and Tesla reach settlement over Elon Musk’s role
10/1/2018,"After SEC deal, Tesla to face more hurdles ahead"
10/22/2018,How taxpayers have boosted Elon Musk and Tesla
11/9/2018,"Final trades: Amazon, Tesla, Albemarle & Walmart"
8/4/2016,Analyst Levy: Tesla initiatives not good for shareholders
4/16/2020,The risk reward stacked in hands of Tesla bears: Steve Grasso
5/1/2020,"Stock market live Friday: Dow down 600, Amazon drops 7%, Musk says Tesla is ’too ..."
5/5/2020,"Cramer’s lightning round: ‘If I really want solar, I want Tesla’"
5/13/2020,"Stocks making the biggest moves after hours: Adaptive Biotechnologies, Facebook, Tesla and more"
5/14/2020,"Tesla has funds to ride out the shutdown, says Morgan Stanley strategist"
5/13/2020,"Coronavirus live updates: Records show Tesla furloughed more than 11,000 in California, Maryland lifting stay-at-home ..."
5/14/2020,"Tesla to workers: If you choose not to work, you could lose unemployment benefits"
6/10/2023,Final Call: TSLA & ADBE
3/4/2024,Dan Niles reveals why he prefers the ‘Fantastic Four’ and when the ‘AI bubble’ might ...
3/4/2024,Veteran investor picks ‘Glorious 10’ global stocks with 30% annual gains over the last 5 ...
3/4/2024,"Here are Monday’s biggest analyst calls: Nvidia, Apple, Super Micro, Eli Lilly, Lyft, DoorDash, Disney ..."
3/5/2024,Morgan Stanley makes a strong but mysterious move higher. Here’s what we think is behind ...
3/28/2024,Amazon spends $2.75 billion on AI startup Anthropic in its largest venture investment yet
3/28/2024,"Cathie Wood’s ARK ETF is forming a bottoming pattern, poised for a breakout, according to ..."
5/3/2018,Tesla’s shares drop as Musk gives bizarre earnings call
8/8/2018,There’s ‘two sides’ to Tesla’s story: Portfolio manager
5/25/2018,"Tesla operates on sheer hope of what the future might be like, strategist says"
6/6/2018,Tesla threatening Europe autos only in the short term: Strategist
11/5/2013,Expectations accelerate for Tesla Q3 earnings
11/22/2013,Why Hollywood may be pulling the plug on Tesla
11/26/2013,This is what Tesla and Bitcoin really have in common: Strategist
12/19/2013,Tesla charging system may have started garage fire
1/8/2014,What unions would do to Tesla
2/25/2014,This chart says Tesla is cheap
3/8/2014,Why Tesla is really a tech company
3/20/2014,Arizona bill would allow Tesla to skip dealers
5/9/2014,Tesla going to lose in most states: Pro
6/21/2014,This is how you trade Tesla: Pro
7/18/2014,What Tesla is really trying to do with their new model
8/30/2014,Why Tesla’s stock could gain another 17%
9/30/2014,The point where you might want to buy Tesla
10/3/2014,This chart spells trouble for Tesla
11/21/2014,Tap the brakes on Tesla?
9/3/2015,"Tesla’s Model 3 to Cost $35K in March, But Production Still 2 Years Away"
2/11/2016,Tesla could double in 12-18 months: Analyst
6/2/2016,Elon Musk: Google won’t compete with Tesla on self-driving cars — but Apple will
7/21/2016,Musk’s SpaceX launches harm Tesla shares
7/27/2016,Driver in Tesla Autopilot crash was speeding: NTSB report
1/14/2017,"Dyson hires ex-Tesla exec, fueling electric car speculation"
6/15/2018,"Tesla and two other surging tech stocks have even more room to run, technician says"
4/11/2017,Time to buy Tesla? This firm says yes
4/14/2017,Tesla: The unstoppable stock?
5/5/2017,You have to be on drugs to get Tesla’s business
5/10/2017,Tesla’s valuation raises grim reminders of the dot-com bubble
8/7/2018,"S&P 500 climbs to less than 1% from new record as Tesla, Amazon rise"
12/12/2019,"Bullish on Tesla? ‘I’m a true believer,’ says Jim Cramer"
12/19/2019,"I wouldn’t want to short Tesla’s stock, says investing pro"
12/21/2019,"Tesla on a tear, Amazon’s delivery domination, Walmart’s top-shelf bet & big bucks for Boomer ..."
12/27/2019,"Tesla, Uber & more in the blitz"
12/28/2019,"Sen. Warren’s fundraising slowdown, Tesla electrifies China, wages on the rise & the legal sports ..."
1/14/2020,"Here are Tuesday’s biggest analyst calls of the day: Apple, Tesla, Netflix, Five Below & ..."
1/14/2020,Jim Cramer: Tesla looks like the ‘ultimate’ stock for Larry Fink’s new focus on sustainability
1/17/2020,"Trouble for Tesla, Signet sparkles, rental units for the rich, pizza’s slice of the delivery ..."
2/5/2020,Tesla just a part of what’s driving markets higher
2/5/2020,Nasdaq closes at record high as Tesla surges
2/8/2020,"One auto stock is a better bet than Tesla after head-spinning week, traders agree"
12/14/2019,The Week That Was: Tesla stock goes parabolic
2/11/2020,"Watch now: ETF Edge on Tesla-heavy ETFs, coronavirus fears and the rise of factor investing"
2/12/2020,"Stock market live Wednesday: Dow record, Charlie Munger on Tesla, Apple jumps"
2/19/2020,Piper Sandler raises Tesla price target to $928
2/19/2020,"Stock market live Wednesday: S&P 500 record, Tesla tops $900, Virgin Galactic spikes"
2/20/2020,"Semiconductors, Japan and Tesla ETFs see high volume in 2020"
2/20/2020,"Elon Musk bought more Tesla shares, raising stake to 18.5%"
2/28/2020,"Morgan Stanley’s Adam Jonas on what’s next for speculative stocks, Virgin Galactic and Tesla"
1/27/2022,"Best trades on CNBC Wednesday: Pros discuss whether to buy Microsoft, Boeing, and Tesla after ..."
2/5/2022,Cramer’s lightning round: I don’t think Rivian will be the next Tesla
1/27/2024,I’ve never gotten as much feedback on any segment in my life — Cramer says ...
2/11/2024,Elon Musk is ordered to testify in the SEC’s Twitter investigation
3/27/2024,Plenty of markets for BYD to pursue growth even when the U.S. is closed to ...
3/27/2024,Jim Cramer’s top 10 things to watch in the stock market Wednesday
3/30/2018,"Stocks making the biggest moves after hours: Under Armour, Tesla, SYNNEX & NVR"
3/6/2018,Cadillac’s semi-autonomous system is better than Tesla’s or Volvo’s
11/22/2013,"Forget Tesla, these automakers are on fire"
12/21/2013,Tesla has something more dangerous to deal with than its cars: Strategist
2/4/2014,Here’s why Tesla’s shares could soon stall
8/16/2014,Tesla has a problem
10/8/2019,"Final Trades: Twilio, Home Depot, Tesla and more"
10/5/2016,"Aston Martin CEO: Forget Tesla, we’ll lead with ultra-luxury electric vehicles"
9/16/2016,"Tesla and former camera supplier, Mobileye engage in public dispute"
12/18/2017,"NIO founder: For sure, Tesla is our rival"
12/19/2017,Nio’s electric car is half the price of a Tesla Model X in China
1/25/2018,Tesla and other innovators are creating a new category of transport: Dassault Systemes CEO
10/4/2019,"Facebook’s new app, Tesla deliveries and retail in today’s On Your Radar"
10/26/2019,"Facebook’s new news tab, Virgin Galactic to take off on the NYSE, Tesla’s audacious nature, ..."
11/13/2019,An update on Lululemon and the trade on Tesla in #AskHalftime
11/23/2019,"Rapid Fire: Travis Kalanick’s Uber selling spree, China’s Crypto Crackdown, WeWork’s all-hands meeting and Tesla’s ..."
12/4/2019,Tesla CEO Elon Musk arrives at court for defamation case
12/5/2019,"Final Trades: Roku, Twitter, Tesla & more"
12/6/2019,"GM’s CEO deflects questions about Tesla’s Cybertruck, but sees electric pickups as significant"
12/30/2021,Canaccord’s Dorsheimer on Tesla’s battery-making rival from Europe
2/29/2024,Here’s how Hyundai became the third-largest automaker
2/29/2024,"Humanoid robot startup Figure AI valued at $2.6 billion as Bezos, OpenAI, Nvidia join funding"
3/2/2024,"Elon Musk’s lawsuit against OpenAI and Altman began a year ago, says Musk biographer Walter ..."
3/26/2024,Jim Cramer’s top 10 things to watch in the stock market Tuesday
3/27/2024,Adam Neumann’s bid to buy back WeWork faces uphill battle due to financing challenges
10/6/2017,Elon Musk says Tesla can rebuild Puerto Rico’s power grid
11/22/2017,Tesla Semi may be aiming at the wrong end of the truck market
5/4/2013,"Tesla Changes Financing Plan to Silence Critics, Attract Buyers"
5/9/2013,Consumer Reports: Tesla Model S Among Best Ever Reviewed
8/27/2013,Why Tesla keeps going higher
1/1/2014,Why there won’t be a deal for Tesla any time soon
9/10/2014,Lawmakers poised to review $1.3B Tesla package
6/10/2015,A Tesla pullback is coming: Trader
11/28/2017,"Tesla-style electric passenger planes to be developed by Airbus, Rolls-Royce and Siemens"
7/1/2016,Tesla probed over first Self-Driving Car fatality
9/13/2017,Thunder Power CEO: Not thinking about challenging Tesla
9/21/2017,"In California, a major utility is teaming up with Tesla to boost the staying power ..."
5/31/2019,"PVH plummets, tariff hikes on Chinese kegs and mattresses, Tesla gets a price cut at ..."
6/4/2019,"Analyst defends Wall Street’s highest Uber stock target, saying Elon Musk won’t deliver on Tesla ..."
6/27/2019,Bulls bet on metals & mining. Plus: the trade on Tesla
11/4/2021,Jay Leno’s Garage: Jay Breaks a World Record In a Tesla Plaid
11/9/2021,Chinese auto giant Geely launches electric truck to rival Tesla’s Semi
11/16/2021,"Best trades on CNBC Monday: Cramer on retailers, Rivian versus Tesla, and analysts’ top chip ..."
11/2/2021,Tesla’s electric rally continues as a new contender gears up to join the EV race
4/15/2023,"Final Trades: OLLI, TSLA, AZO & CCJ"
4/18/2023,Grade my trade: TSLA & TWLO
4/19/2023,"Final trades: VRSK, LVS, AMZN & TSLA"
4/20/2023,"Final Trades: DAL, KRE, TSLA & IBM"
2/7/2024,"This global EV stock could double in price in 3 to 5 years, analyst says"
2/27/2024,How Ford can challenge a powerful Chinese EV maker’s potential entrance in the U.S.
2/29/2024,Alphabet’s Gemini AI misstep is the latest reason Cramer is getting fed up with the ...
3/25/2024,"Stocks making the biggest moves before the bell: Boeing, Masimo, Cleveland-Cliffs, Baidu, Disney and more"
3/25/2024,Jim Cramer’s top 10 things to watch in the stock market Monday
3/25/2024,"Fisker deal talks with big automaker collapse, NYSE to delist stock"
3/25/2024,Lucid stock rises as luxury EV maker raises $1 billion from Saudi sovereign wealth fund ...
3/26/2024,"The quiet rally in energy continues, lifting our lone oil-and-gas stock higher"
3/26/2024,Software startup Recurrent helps used EV buyers know how much life is left in a ...
9/20/2012,Why Analysts Are Wrong About Tesla: Pro
9/26/2012,Tesla Charges Forward Despite Bumps
11/12/2013,Use this ‘bear trap’ to make money on Tesla: Analyst
11/12/2013,Why the pain in Tesla is just starting: Analysts
12/11/2013,Tesla is headed to $160 at a minimum: Strategist
12/11/2013,The shocking similarities between Tesla and Bitcoin’s charts
1/9/2014,This might be a bigger hit than Tesla for Elon Musk
4/2/2014,How Elon Musk really feels about Tesla
9/12/2014,Nevada governor enacts Tesla tax break package
8/20/2015,Audi set to rival Tesla’s Model X with electric SUV
4/4/2017,"Ford leads self-driving tech pack, outpacing Waymo, Tesla, Uber: Study"
4/17/2017,Cadillac has a secret weapon in its quest to beat Tesla at self-driving
5/3/2017,10 things we learned about tunnels and Tesla from Elon Musk’s TED interview
5/23/2017,German tortoise and Tesla hare in electric car race
6/29/2017,Analyst calls Square the ‘Tesla’ of payments; predicts nearly 20% rally
8/6/2015,The road ahead for Tesla
8/18/2015,Tesla jumps on analyst call
10/1/2015,Will Tesla Model X mark the spot?
10/10/2015,Strong headwinds ahead for Tesla
10/21/2015,Tesla tanks 8 percent on reliability issues
4/4/2017,Executive Edge: Tesla’s Musk takes swipe at short-sellers
4/25/2017,AN CEO: Tesla’s valuation over GM is ‘inexplicable’
7/11/2017,Tesla for kids
3/27/2019,"Final trades: Microsoft, Qualcomm, Apple, J.M. Smucker & short Tesla"
4/13/2019,"Disney hits an all-time high, Uber’s profitability problems, Tesla shifts gears, P&G puts ad platforms ..."
4/26/2019,"Tesla’s Q1 debacle, Chipotle sinks despite an earnings beat, Starbucks earnings on deck and the ..."
4/30/2019,"Watch now: ETF Edge on Apple earnings, the retail ETF beating the market and Cathie ..."
5/1/2019,Federal judge approves Tesla CEO Elon Musk’s deal with the SEC
5/4/2019,"Meatless mania, Uber’s profitability potential, Tesla’s capital craze and Facebook’s crypto plans"
5/23/2019,"Tesla tanks on more headlines, Steve Bannon talks tough on China, baby boomers avoid downsizing, ..."
9/30/2021,I sold Tesla in the last year or so: Palihapitiya
4/14/2023,Grade my trade: CLF & TSLA
2/27/2024,Cramer names contenders for the next company to hit $1 trillion market cap
3/25/2024,"Nvidia has a parade of partners, but these two stocks are my favorite beneficiaries"
3/25/2024,"Nissan looks to address ‘extreme market volatility’ with 30 new models, EV cost cuts"
3/25/2024,"Monday’s analyst calls: Disney upgrade, Goldman trims Boeing price target"
1/24/2012,Will Tesla Crack the Range Anxiety Problem?
4/3/2013,‘Cost of Ownership’ Key to Tesla’s Lease Program
8/9/2013,Why you can’t bet against Tesla
10/31/2013,This is a scary Tesla chart: Bollinger
11/29/2013,Why Tesla’s pain is bad for Facebook
2/8/2014,"Tesla Hires Hacker Kristin Paget to, Well, Secure Some Things"
3/7/2014,This stock is beating Tesla and Netflix
9/14/2016,"Full interview with Jim Chanos on market, Tesla"
1/11/2017,"The creator of Swift, Apple’s new programming language, is leaving for Tesla"
12/19/2014,Tesla stock charges ahead
2/10/2015,Options Action: Hit the brakes on Tesla?
6/17/2015,"I love Tesla, a huge opportunity: Ron Baron"
7/9/2021,Jim Cramer says he prefers Tesla over GM but neither are his top pick
7/27/2021,Bernstein’s Toni Sacconaghi’s earnings expectations for Apple and breakdown of Tesla’s
2/3/2024,Here are Jim Cramer’s rapid-fire takeaways on 6 stocks in the news Friday
2/25/2024,House China committee demands Elon Musk open SpaceX Starshield internet to U.S. troops in Taiwan
3/24/2024,These are JPMorgan’s top AI stock picks outside of the chip space
6/25/2010,"Tesla, GM, and Two Very Different IPO Expectations"
2/1/2013,"Toyota Top Auto Brand, Tesla Gaining: Survey"
6/27/2013,Tesla Petitions White House for Help with Direct Sales
11/11/2014,"Apple Co-Founder Steve Wozniak loves Tesla, Oculus Rift"
6/4/2014,Tesla top pick for second half: Pro
8/11/2014,Cramer’s Mad Dash: Tesla breaking out
10/7/2014,This should worry the Tesla shorts
3/24/2016,"Weekly Agenda 25th March: LSE, Apple, Tesla"
5/19/2016,Is this the Tesla of motorcycles?
8/9/2016,Marc Faber on Tesla and more
8/21/2018,"Biggest risks to the bull market are trade, tariffs, Tesla and Turkey: Strategist"
9/7/2018,"Brent Celek talks Tesla, investing and what comes after the NFL"
10/1/2018,"Musk settles charges with SEC, will remain as Tesla CEO"
10/4/2018,"Innovative companies like Apple and Tesla are opening in malls, says expert"
4/28/2021,Gemini to Launch Crypto Rewards Credit Card & Bitcoin-Adjusted Earnings for Tesla
6/4/2021,ETF Spotlight:Tesla recalls hundreds of cars shipped to China
2/25/2023,"Simpler Trading’s Danielle Shay offers 3 Buys and a bail: DE, TSLA, QCOM & IRBT"
3/3/2023,"Three-Stock Dinner: TSLA, CRM & SI"
3/7/2023,"Three-Stock Lunch: AMAT, TSLA and EQT"
1/30/2024,"Tech companies focused on enterprise customers are dominating the market, Cramer says"
1/31/2024,"Stocks making the biggest moves after hours: Microsoft, Alphabet, Starbucks, AMD and more"
2/23/2024,Rivian and Lucid shares plunge after weak EV earnings reports
3/23/2024,"SpaceX hit with new NLRB complaint over severance agreements, dispute resolution rules"
3/23/2024,Two fresh ways to play the weight loss and megacap tech hype
5/3/2018,"Coupa Software CEO on helping Tesla, Uber, Snap manage their spending"
4/7/2018,"Top VC deals: Spotify goes public, Mobike sells for $2.7 billion and Tesla investor Steve ..."
3/29/2018,This Chinese car company is taking on Tesla with a new EV concept
4/25/2018,Tesla can help China’s electric vehicle market grow bigger: WM Motors
5/21/2010,Will Tesla and Toyota Really Charge Up the Electric Car Competition?
6/28/2010,Tesla IPO Showing Investors Willing to Bet on Electric Car Growth
11/26/2013,This 112 year-old company outperformed Tesla in the last 6 months – and it’s still ...
2/17/2014,Apple’s M&A chief met with Tesla’s Elon Musk: report
4/23/2014,The problem with Tesla? No one knows how to value it
12/10/2015,Chinese billionaire Faraday Future plans Tesla challenge from Vegas
9/7/2013,Is Tesla really worth $67.12?
11/14/2013,Accident at Tesla plant sends stock lower
